"Code","Branch Name","Phone Number","Address","Lat","Long","District","Thana","Google Map"
"0156","Dohar Dhaka","001847099156","মোঃ শেখ জয়নাল আবেদীন, পিতাঃমৃত শেখ ভিসাই, গ্রাম চরকুশাই, ডাকঘরঃহরিচন্ডি, থানা,দোহার, জেলাঃঢাকা-১৩৩০(ইউসুফপুর বাজার), বাজার সংলগ্ন পৌরসভা রোড, দোহার, ঢাকা।","23.6179517","90.1313452","Dhaka","Dohar","Map"
"0157","Kaliakair Gazipur","001847099157","মোঃ আব্দুর রহিম, ওয়ার্ড-১, পৌরসভা ,হোল্ডিং-নং জে-৪৪  , কালিয়াকৈর, গাজীপুর-১৩৪৬।","24.0771738","90.2136089","Gazipur","Kaliakair","Map"
"0158","Nawabgonj  Dhaka","001847099158","মো: জসিম, পিতাঃ মৃত মো: আশ্রাব,  গ্রাম: কলাকোপা পানালিয়া (আইজি পার্কের বিপরীতে) ডাকঘরঃ নবাবগঞ্জ, থানা: নবাবগঞ্জ, জেলাঃ ঢাকা, আমতলা বাজার সংলগ্ন, জয়পাড়া রোড।","23.659571","90.151388","Dhaka","Nawabganj","Map"
"0159","Sonargaon Cumilla","001847099159","মোঃ রেজাউল করিম,  গোহাট্টা, মোগড়াপাড়া, সোনারগাঁ, নারায়ানগঞ্জ ।","23.637009","90.591854","Narayanganj","Sonargaon","Map"
"0160","Sadar Sunamganj","001847099160","মোঃ জহিরুল ইসলাম পিতা :মোঃ আবু জাফর উসমানী। বাসা নং ৫৭/৭ মরাটিলা, হাসন নগর,থানা ও জেলা-সুনামগঞ্জ","25.06578","91.4035","Sunamganj","Sunamganj Sadar","Map"
"0161","Sadar Bagerhat","001847099161","মুর্শিদা আক্তার(বাসার মালিক), তত্ত্বাবধায়নে স্বামী মোঃমতিউর রহমান, মোবাইল নংঃ০১৯১১-১৮৬৮৪৯,হোল্ডিং নংঃ৪০/১, গ্রামঃদশানী ২নং ক্রস রোড,ওয়ার্ড নংঃ০৩, থানাঃসদর বাগেরহাট, জেলাঃবাগেরহাট।  ","22.655259","89.779615","Bagerhat","Thanchi","Map"
"0162","Modina-Market  Sylhet","001847099162","মিঃ ইব্রাহীম আলী খন্দকার,মদিনা , একতা-৩৭৩ (উত্তরবাগবাড়ী) থানা-সিলেট জেলা-সিলেট","24.9096381","91.8492394","Sylhet","Sylhet Sadar","Map"
"0163","Ramganj Laxmipur","001847099163","আলহাজ মোঃ খোরশেদ আলম ,পিতাঃ মৃতঃ হাজী আঃ ছোবাহান, ( খোরশেদ হাজির বিল্ডিং ওয়াব্দা রোড, ডাক্তার বাড়ীর পুলের পুর্ব পাশে) ড়াকঘর -রামগঞ্জ, থানা- রামগঞ্জ,জেলাঃ লক্ষিপুর।","23.106665","90.8569849","Lakshmipur","Ramganj","Map"
"0164","Sreenagar Munshiganj","001847099164","জনাব মোঃ আজাহার হোসেন, পিতার: মো ইদ্রীস মোল্লা, শ্রীনগর উপজেলা ফেমাস হাসপাতালের সামনে, গ্রাম+পোস্ট -দেউলভোগ,  উপজেলাঃ শ্রীনগর, জেলাঃ মুন্সিগঞ্জ।","23.544271","90.286631","Munshiganj","Sreenagar","Map"
"0165","Sirajdikhan Munshiganj","001847099165","আনোয়ারা বেগম, রাজদিয়া, বালুচর রোড, সিরাজদিখান, মুন্সীগঞ্জ। সিরাজদিখান, মুন্সীগঞ্জ","23.5718","90.3865","Munshiganj","Sirajdikhan","Map"
"0166","Haluaghat Mymensingh","001847099166","মোঃ জাহাঙ্গীর আলম, পোষ্ট অফিস রোড, ব্যাপারী পাড়া, হালুয়াঘাট সদর, ময়মনসিংহ.","25.12566","90.34333","Mymensingh","Haluaghat","Map"
"0167","Afilgate Khulna","001847099167","মোঃ আমিরুল ইসলাম, পিতাঃ মোঃ গোলাম রহমান,গ্রামঃ আফিলগেট পেট্রোল পাম্প সংলগ্ন ,পোঃ জাহানাবাদ ক্যান্ট, থানাঃ ফুলতলা,খুলনা ।","22.933351","89.489680","Khulna","Fultola","Map"
"0168","Sadar Shatkhira","001847099168","মোঃইসরাফিল হোসেন, সাতক্ষীরা কাস্টম গোডাউনের উত্তর পাশে, কাটিয়া, সাতক্ষীরা সদর, সাতক্ষীরা","22.7280982","89.0801176","Shatkhira","Satkhira Sadar","Map"
"0169","Bhaluka Mymensingh","01847099169","মোঃ বিপ্লব, পাবলিক হল রোড ,উপজেলা পুকুর পাড়, বাসা-২৯১/৩৩৯ ২নং ওয়ার্ড ,ভালুকা ময়মনসিংহ ।","24.4080804","90.388751","Mymensingh","Bhaluka","Map"
"0170","Sitakunda Chattogram","001847099170","মোঃ আবুল বশর, পিতা:মৃত আব্দুল কুদ্দুস ভুইয়া , হোল্ডিং নং -২৪৪ , বশর মঞ্জিল , ডাক বাংলা রোড, সীতাকুন্ড , চট্টগ্রাম","22.6227897","91.657594","Chattogram","Sitakunda","Map"
"0171","Muktagacha Mymensingh","001847099171","মোঃ,আব্দুল সাত্তার: , বাসা হোল্ডিং নং-, পুরাতন সাহেব বাজার(সুপারি বাগান রোড), মেইন রোড  মুক্তাগাছা, ময়মনসিংহ","24.7639956","90.2506356","Mymensingh","Muktagacha","Map"
"0172","Sadar Laxmipur","001847099172","জনাব আমির হোসেন, পিতাঃ মোঃশাহ আলম,নিচ তলা ও ৩য় তলা, গ্রাম-দক্ষিন মজুপুর, থানা-লক্ষিপুর সদর,জেলা-লক্ষিপুর","22.9388382","90.8443909","Lakshmipur","Lakshmipur Sadar","Map"
"0173","Laksam Cumilla","001847099173","হাউসনং:৩১৯, (ইসমাইলের বাড়ী) দক্ষিন বাইপাস, পূর্ব লাকসাম, পোষ্টঃ লাকসাম, থানাঃ লাকসাম সদর, জেলাঃ কুমিল্লা।","23.2326181","91.1264075","Cumilla","Laksam","Map"
"0174","Haziganj Chandpur","001847099174","মোঃসিরাজুল ইসলাম, এ এস কে টাওয়ার,চাঁদপুর-কুমিল্লা রোড,হাজীগঞ্জ,চাঁদপুর","23.251787","90.862682","Chandpur","Haziganj","Map"
"0175","Hasnabad Dhaka","001847099175","মোহম্মদ ঊল্লাহ রাসেল,রোড নং-০১,ওয়ার্ড নং-০৯, ব্লকনং-এ, হাসনাবাদ হাউজিং, কেরানীগঞ্জ, ঢাকা","23.6816653","90.4231376","Dhaka","Sampur","Map"
"0176","Madhabdi Narsingdi","001847099176","মিঠুন , গ্রাম বিরামপুর ডাকঘর -মাধবদী, থানা-মাধবদী জেলা-নরসিংদী","23.851743","90.671107","Narsingdi","Madhobdi","Map"
"0177","Adamdighi Bogura","001847099177","হাবিলদার মো: হারুনুর রশিদ , আদমদীঘী রহিম উদ্দীন ডিগ্রি কলেজ রোড , আদমদীঘী , ডহরপুর , আদমদীঘী , বগুড়া","24.821496334523154","89.0363111854544","Bogura","Adamdighi","Map"
"0178","Bera Pabna","001847099178","মোঃ মিজানুর রহমান মজনু পিতাঃ মৃত বরকত আলী প্রা্মানিক, গ্রামঃ সান্যাল পাড়া থানাঃ বেড়া জেলাঃ পাবনা","24.0751633","89.6201040","Pabna","Bera","Map"
"0179","Tongibari Munshiganj","001847099179","পারভীন সিরাজ মৃধা কমপ্লেক্স- ২য় তলা, মুক্তিযোদ্ধা কমপ্লেক্সের পশ্চিম পাশে, গ্রামঃআমতলি, পোস্টঃটুংগীবাড়ী, উপজেলাঃটুংগীবাড়ী, জেলাঃমুন্সীগঞ্জ।","23.5115529","90.463994","Munshiganj","Tongibari","Map"
"0180","Kapasia Gazipur","001847099180","মোঃ শামীম হোসেন, পিতা- মৃত- কাজী নজরুল  ইসলাম, গ্রামঃ খোদাদিয়া, পোঃ কাপাসিয়া, উপজেলাঃ কাপাসিয়া, জেলাঃ গাজীপুর।","24.10745129","90.5735905","Gazipur","Kapasia","Map"
"0181","Chandina Cumilla","001847099181","মো:এনামুল হক ,পিতা মো: সুজাত আলী সাং-মহারং,ওয়াবদা রোড,হক হাউজ, চান্দিনা-কুমিল্লা.","23.48723","91.00031","Cumilla","Chandina","Map"
"0182","Sheikhghat Sylhet","001847099182","মোঃআলী আহমদ মলিক, মা ভিলা, বাসা নং-১৫২,পিডিবি অফিসের বিপরীতে, নবাব রোড পয়েন্ট, পশ্চিম কাজলশাহ সিলেট সদর, সিলেট","24.89912515","91.85086031","Sylhet","Sylhet Sadar","Map"
"0183","Sadar Netrakona","001847099183","বাসার মালিক,  মো: মজিদ মিয়া  পিতা মৃত.হানিফ মিয়া, শিবগঞ্জ রোড, ইসলামপুর মোড়, নেত্রকোনা ডায়াবেটিক হাসপাতালের বিপরীত পাশে ২য় তলা,  নেত্রকোনা  সদর","24.880893","90.741734","Netrakona","Netrokona Sadar","Map"
"0184","Debidwar Cumilla","001847099184","মোঃআলমগীর মোল্লা, চান্দিনা রোড, দেবিদ্বার, কুমিল্লা।","23.60189","90.98864","Cumilla","Debidwar","Map"
"0185","Ambarkhana Sylhet","001847099185","প্রভাষক মো:তাহের আলী পীর সাহেবের বাড়ির নীচ তলা,বাড়ি নং-৪,বড় বাজার রোড,বড় বাজার, আম্বখানা,সিলেট","24.906040","91.871910","Sylhet","Sylhet Sadar","Map"
"0186","Borpa-Rupgonj Narayanganj","001847099186","মোঃ আশরাফুল ইসলাম, হোল্ডিং নং-৫৬, মৌজা ও গ্রাম-আরিয়াবো, পোঃ রুপসী, পৌরুসভা-তারাব, থানা-রুপগঞ্জ, জেলা-নারায়নগঞ্জ .","23.747185","90.542683","Narayanganj","Rupganj","Map"
"0187","Mawna Gazipur","001847099187","আবুল কাশেম, কেওয়া বাজার, শ্রীপুর, গাজিপুর","24.2178869","90.4211066","Gazipur","Sreepur","Map"
"0188","Mirsarai Chattogram","001847099188","জনাব আবুল কাসেম নিজামী মৃতঃ রফিউজ্জামান ওয়ার্ডঃ ০৩নং ইউনিয়নঃ মীরসরাই পৌরসভা থানা/উপজেলাঃ মীরসরাই জেলাঃ চট্রগ্রাম বিভাগঃ চট্রগ্রাম","22.77668","91.57666","Chattogram","Mirsharai","Map"
"0189","Daganbhuiyan Feni","001847099189","সাইফুল ইসলাম কমিশনারের বাসা। পিতা: রেজাউল হক, উত্তর করিমপুর, বসুরহাট রোড, দাগনভুইয়া,  ফেনী ।","22.9335354","91.2977391","Feni","Daganbhuiyan","Map"
"0190","Sadar Chapainawabganj","001847099190","মোঃ নওসাদ আলী,  পিতা- দাউদ আলী,গ্রাম:আরামবাগ, ডাকঘর:চাঁপাইনবাবগন্জ থানা:চাঁপাইনবাবগঞ্জ, জেলা: চাঁপাইনবাবগঞ্জ","24.5925105","88.2681823","Chapainawabganj","Chapinawabganj Sadar","Map"
"0191","Sarishabari Jamalpur","001847099191","মো: আলী আকবর খাদ্য গুদাম রোড বিল শিমলা সড়িষাবাড়ি জামালপুর","24.757040","89.836207","Jamalpur","Sarishabari","Map"
"0192","Sadar Jhalokati","001847099192","মোসাঃ মমতাজ বেগম,  পিতার নাম – জিন্নাত আলী মিয়া, বাইপাস সড়ক, জেলা পরিষদের সামনে, ঝালকাঠি |","22.648862","90.201420","Jhalokati","Jhalokati Sadar","Map"
"0193","Mithapukur Rangpur","001847099193","মোঃ আলমগীর হোসেন পিতা:মৃত মোঃ সোলায়মান মন্ডল, ডিসির মোড়, দক্ষিনপাড়া, মিঠাপুকুর, রংপুর","25.570472","89.276898","Rangpur","Mithapukur","Map"
"0194","Kalkini Madaripur","001847099194","মোঃ আনোয়ার হোসাইন্।, উত্তর রাজদী, পোষ্ট+থানাঃ কালকিনি, জেলাঃ মাদারীপুর । মোবাইল নং- ০১৭১৫-৬২০৭৪৬","23.0760494","90.2290975","Madaripur","Kalkini Madaripur","Map"
"0195","Sherpur Bogura","001847099195","মো: আব্দুল গণি, পিতা: মৃত: রোস্তম আলী, উলিপুর, শেরপুর, বগুড়া","24.679210","89.410175","Bogura","Sherpur","Map"
"0196","Chhagalnaiya Feni","001847099196","মোঃ কামরুল ইসলাম, পিতাঃ মৃত তাজুল ইসলাম, তাজ মার্ক ল্যান্ড, ছাগলনাইয়া সরকারী বালক পাইলট উচ্চ বিদ্যালয়ে সামনে, থানা পাড়া, ছাগলনাইয়া, ফেনী।","23.03665","91.51616","Feni","Chhagalnaiya","Map"
"0197","Sadar Jhenaidah","001847099197","জনাব মোঃ আফজাল হোসেন , সিদ্দিকীয়া সড়ক,শাপলা চত্তর,রোড নং-গ-০৪১,বাসা নং-১০,হোল্ডিং নং-০৯,ঝিনাইদহ","23.5392275","89.1699794","Jhenaidah","Jhenaidah","Map"
"0198","Sadar Pirojpur","001847099198","মো: কবির ইসলাম, মাছিম পুর , পানির ট্যাংক সংলগ্ন ( নতুন বাস স্ট্যণ্ডের পশ্চিম পাশে)","22.5709177","89.9764842","Pirojpur","Pirojpur Sadar","Map"
"0199","Baraiyarhat Chattogram","001847099199","মোঃ নজরুল ইসলামের বাড়ী , আমিন টাওয়ার (২য় তলা) চিঙ্কির আস্তানা, জামালপুর, বারৈয়ার হাট, চট্রগ্রাম, আমিন টাওয়ার, চিঙ্কির আস্তানা,জামালপুর,বারৈয়ার হাট,মিরশরাই, চট্রগ্রাম।","22.88904","91.53182","Chattogram","Baraiyarhat","Map"
"0200","Sadar Rangpur","001847099200","তাজহাট, আনছারী মোড়,কানুনগো টোলা,বাসা নং-০১, রোড নং -০২ মো: আব্দুল জব্বার, রংপুর,","25.72657","89.27413","Rangpur","Rangpur Sadar","Map"
"0201","Bhanga Faridpur","001847099201","মোঃ আনোয়ার হোসেন ( মালিক ), পিতার নাম, মোঃ ধলামিয়া, ঠিকানা –গ্রাম/ পশ্চিম হাসামদিয়া, পোষ্টঃ ভাংগা পৌরসভা, থানা,ভাংগা, জেলাঃ ফরিদপুর","23.3904337","89.9772168","Faridpur","Bhanga","Map"
"0202","Sadar Gopalgonj","001847099202","মারুফ আহমেদ  বাড়ি নাম ও নংঃ চাঁদের কনা- ৭৭/১, সামসুল হক রোড, ওয়ার্ড নংঃ ১২, গোপালগঞ্জ সদর-৮১০০, গোপালগঞ্জ।","23.0007471","89.8196558","Gopalgonj","Gopalgonj Sadar","Map"
"0203","Gobindaganj Gaibandha","001847099203","মোছাঃ জিনিয়া আফরোজ, স্বামীঃ আব্দুস সালাম তালুকদার, পিতাঃ মৃত মোতাহার হোসেন মৃধা, গ্রামঃ প্রগতী পাড়া, পোষ্টঃ গোবিন্দগঞ্জ, থানাঃ গোবিন্দগঞ্জ, জেলাঃ গাইবান্ধা","25.130016","89.386736","Gaibandha","Gobindaganj","Map"
"0204","Chhatak Sunamganj","001847099204","মোঃ আবুল ফয়েজ  পিতা :মৃত-মোঃ তৈয়ব আলী, মন্ডলীভোগ,থানা-ছাতক, জেলা ঃসুনামগঞ্জ","25.02938","91.6638757","Sunamganj","Chhatak","Map"
"0205","Pirganj Rangpur","001847099205","উপজেলা পরিষদের পাশে, থানা রোড(গ্রামীন ব্যাংক সংলঘ্ন) থানাঃ পীরগঞ্জ ।জেলাঃ রংপুর।মোবাইল-০১৯২৪৪৭৯৪৭৯ ।","25.42023781094994","89.30855243923727","Rangpur","Pirganj","Map"
"0206","Ishwardi Pabna","001847099206","রফিকুল আলম দিপু উকিলের নতুন বাড়ি,উপজেলা রোড ঈশ্বরদী পাবনা।","24.1231321","89.0583026","Pabna","Ishwardi","Map"
"0207","Takerhat Madaripur","001847099207","মোছা : দুলালী বেগম , স্বামী মো : লিয়াকত আলী মিয়া, মন্দির রোর্ড আবাসিক এলাকা, টেকেরহাট, রাজের, মাদারীপুর।","23.2278918","90.0220604","Madaripur","Madaripur Sadar","Map"
"0208","Sutiakathi  Pirojpur","001847099208","মোঃ মানিক মিয়া, সুটিয়াকাঠি, পোষ্ট: কৌড়িখাড়া, থানা: নেছারাবাদ (স্বরুপকাঠী) জেলা: পিরোজপুর","22.7575870","90.0890550","Pirojpur","Nesarabad","Map"
"0209","Phulpur Mymensingh","01847099209","মোঃ আজাহার আলী, পিতার নাম :-মোঃ জামির উদ্দিন, গোদারিয়া, মহিলা কলেজ রোড ফুলপুর ময়মনসিংহ।","24.955259076197397","90.35515409609758","Mymensingh","Phulpur","Map"
"0211","Madhukhali Faridpur","001847099211","মোহাম্মদ বশীর উদ্দীন ,  পিতাঃনাম: মৃত মোহাম্মদ ইসলাম উদ্দীন , গ্রাম- কাটাখালী খোদাবাসপুর , পোঃ কোড়কদী থানাঃ মধুখালী জেলাঃ ফরিদপুর","23.548969","89.6252436","Faridpur","Modhukhali","Map"
"0212","Shibchar Madaripur","001847099212","মোঃইলিয়াস গোমস্তা, কেরানিবাট ,সেখ হাসিনা সড়ক, শিবচর, মাদারিপুর","23.3499092","90.1678237","Madaripur","Shibchar","Map"
"0213","Atibazar Dhaka","001847099213","মোঃ আব্দুল হাই,পিতা :মৃত মোঃ করমালী, গ্রাম-নয়াবাজার আটিবাজার, থানা- কেরানীগঞ্জ-ঢাকা-১২১৩","23.7264455","90.3413636","Dhaka","Keraniganj","Map"
"0214","Bhandaria Pirojpur","001847099214","নাজমা আক্তার, পিতাঃ আনছার উদ্দিন হাওলাদার, ভান্ডারিয়া মেইন রোড, উপজেলা- ভান্ডারিয়া, জেলা-পিরোজপুর","22.487214","90.066973","Barishal","Bhandaria","Map"
"0215","Chowgacha Jessore","001847099215","মোঃ শরিফুল ইসলাম গ্রামঃ বাগপাড়া,পোঃ ও থানা-চৌগাছা, জেলা-যশোর","23.26039","89.02376","Jessore","Chaugachha","Map"
"0216","Nandina Jamalpur","001847099216","মো:মোসাহামিদী  /পেশা-ব্যবস্যা, খড়খড়িয়া কলেজ রোড, নান্দিনা,  জামালপুর।","24.8683","90.03785","Jamalpur","Sarishabari","Map"
"0217","Jhikargacha  Jessore","001847099217","মোঃ রফিকুল ইসলাম পিতা:মৃত কেনায়েত আলী,হাজের আলী পেট্রোল পাম্প সংলগ্ন,২য় তলায় ঝিকরগাছা,যশোর-৭৪০০","23.09668","89.09036","Jessore","Jhikargachha","Map"
"0218","Chauddagram Cumilla","001847099218","মোহাম্মদ আরিফুল হক, পিতা-মৃত আতর আলী ভুইয়া,  গ্রাম- লক্ষীপুর জামে মসজিদ (ঈদগাঁ রোড), ডাক+থানা-চৌদ্দগ্রাম, জেলা-কুমিল্লা","23.2247607","91.3160015","Cumilla","Chauddagram","Map"
"0219","Palashbari Gaibandha","001847099219","এ্যাডঃ মমতাজ উদ্দীন,পিতা – মরহুম হাজী মাহাতাব উদ্দীন,  উদয়সাগ, রোড তিন মাথা, পলাশবাড়ী, গাইবান্ধা,","25.284886","89.357127","Gaibandha","Palashbari","Map"
"0220","Narshinghapur-Ashulia Dhaka","001847099220","মোহাম্মদ আলী সিদ্দিকী, পিতা- মৃত- করম আলী,  নিশ্চিন্তপুর, জিরাবো, আশুলিয়া, সাভার, ঢাকা","23.9265517","90.3123517","Dhaka","Savar","Map"
"0221","Muradnagar Cumilla","001847099221","আব্দুল জলিল মাষ্টার,মুরাদনগর ফায়ার সার্ভিসের পুর্ব পাশে ,মুরাদনগর, কুমিল্লা","23.638644","90.939677","Cumilla","Muradnagar","Map"
"0222","Sadar Brahmanbaria","001847099222","মোছা: জাহানারা বেগম, স্বামী জাহাঙ্গির আলম, পিতা মৃত আজিজুল হক, মধ্য মেড্ডা (সবুজবাগ), ব্রাহ্মাণ বাড়ীয়া সদর","23.9836935","91.1088188","Brahmanbaria","Brahmanbaria Sadar","Map"
"0223","Hathazari  Chattogram","001847099223","জনাব রোকেয়া বেগম স্বামী : মোঃ আবদুর  রশিদ ১১ মাইল হাটাজারী,  চট্রগ্রাম","22.49267","91.80714","Chattogram","Hathazari","Map"
"0224","Banaripara Barisal","001847099224","মোঃ মাসুদ বিল্লাহা, ৮নং ওয়ার্ড, কুন্দিহার, বানারীপাড়া, বরিশাল, মোবাইল নাম্বারঃ ০১৭১১৩৩৮৬৫৭,।","22.77741","90.16407","Barishal","Banaripara","Map"
"0226","Tukerbazar Sylhet","001847099226","মাওলানা আছাদ আহমদ,  পিতাঃনূরুল হক সুফি, কুমার গাও আবাসিক এলাকা, টুকের বাজার, জালালাবাদ, সিলেট।","24.914351","91.823986","Sylhet","Sylhet Sadar","Map"
"0227","Fulbaria Mymensingh","001847099227","লাহেড়ীপাড়া তেলের পাম্প সংলগ্ল।মেইন রোড, ফুলবাড়িয়া, ময়মনসিংহ ।","24.641189","90.274105","Mymensingh","Mymensingh Sadar","Map"
"0228","Durgapur Rajshahi","001847099228","মোহম্মদ তাবুল ইসলাম বাবু । দুর্গাপুর(পোস্ট অফিস সংলগ্ন) ,তাহেরপুর রোড, দুর্গাপুর,রাজশাহী, মোবাইল-০১৭৬৮-৯৩৬১৯৩","24.4485254","88.7606566","Rajshahi","Durgapur","Map"
"0229","Sadar Nilphamari","001847099229","জনাব মোঃ শামসুজ্জামান(জামান), পিতাঃমৃত অধ্যক্ষ মোঃ মুছা,বাবু পাড়া,শহীদ তিতুমীর সড়ক,নীলফামারী,","25.934770","88.846952","Nilphamari","Nilphamari Sadar","Map"
"0230","Mohanpur Rajshahi","001847099230","মোঃরনি, গ্রামঃ মোহনপুর, ডাকঘরঃ মোহনপুর, থানাঃ মোহনপুর, রাজশাহী।","24.5497137","88.648356","Rajshahi","Mohanpur","Map"
"0231","Kachua Chandpur","001847099231","মোঃ অলি উল্যাহ ,পিতাঃ মৃতঃআলী মিয়া(গুলবাহার রোড, কান্দারপাড়, ৫ম তলা বিল্ডিং এর২য় তলা, কচুয়া ,চাদঁপুর, ড়াকঘর -কচুয়া, থানা- কচুয়া, জেলা-চাদঁপুর","23.342904","90.886453","Chandpur","Kachua","Map"
"0232","Dhanbari Tangail","001847099232","মোঃ সাইফুল পিতাঃ আঃ কাদের খাসপাড়া,ধনবাড়ী থানার পাশে (01729956070)","24.6700636","89.9562391","Tangail","Delduar","Map"
"0233","Kotalipara Gopalgonj","001847099233","মিজানুর রহমান মিজান (বর্তমান কোটালীপাড়া ১ নং ওয়ার্ড কমিশনার) ,পিতার নাম,মো:আক্কাস আলী ,ঠিকানা –ঘাঘর ব্রিজ এর পশ্চিম পাশে , বঙ্গবন্ধু দারিদ্র বিমোচন ও পল্লী উন্নয়ন একাডেমি (বাপার্ড) এর হেড অফিসের বিপরীতে  কোটালীপাড়া থানা ,গোপালগঞ্জ।","22.9930069","89.9886686","Gopalgonj","Kotalipara","Map"
"0235","Madhupur Tangail","001847099235","মোঃ সাইফুল ইসলাম, মধুপুর বাস স্ট্যান্ড থেকে 0.৫ কিলোমিটার উওর দিকে বাসাবাড়ি মার্কেটের পাশে নাগবাড়ি উওরা আবাসিক এলাকা মধুপুর, টাঙ্গাইল ।","24.6120355","90.0293989","Tangail","Madhupur","Map"
"0236","Nalitabari Sherpur","001847099236","মোঃমকবুল হোসেন, বাড়ি নং ২৩৭/৮, উত্তর চকপাড়া, নালিতাবাড়ী, শেরপুর","25.09151","90.19914","Sherpur","Nalitabari","Map"
"0237","Hatemali-Choumatha  Barisal","001847099237","মোঃতানভীর হোসেন, লাল মিয়া কটেজ,নবগ্রাম রোড,মানুমিয়া লেন,পরিবেশ অধিদপ্তর এর পিছনে,হোল্ডিনং-১০৭২, ওয়ার্ড নং -২১","22.70113473610503","90.35627393532322","Barishal","Barisal Sadar","Map"
"0238","Baneshwar Rajshahi","001847099238","মো: আ: রব ,পিতার নামঃ মো: আ: রহমান  ,ঠিকানা –গ্রামঃ বালিয়াঘাটি, শিবপুর, ডাকঘরঃ বানেশ্বর-৬২৬০, পুঠিয়া, রাজশাহী।","24.3687304","88.7576574","Rajshahi","Puthia","Map"
"0239","Gouripur Mymensingh","001847099239","ওশান ম্যানসন(মোঃ শাহাবুদ্দিন), রামপুর-গৌরীপুর সড়ক(প্রধান সড়ক), হোল্ডিং নং : ৯০৩-০৪, উপজেলা: গৌরীপুর,জেলা: ময়মনসিংহ","24.7501172","90.5708166","Mymensingh","Gauripur","Map"
"0240","Agla  Dhaka","001847099240","আগলা পোস্ট  অফিস সংলগ্ন, মারুফা সুলতানা রুপা, স্বামী - মো : মাসুদ রানা, গ্রাম: আগলা কালুয়াহাটি দক্ষিন, পো: আগলা, থানা: নবাবগঞ্জ, জেলা: ঢাকা","23.6475265","90.2041546","Dhaka","Nawabganj","Map"
"0241","Sonagazi Feni","001847099241","মো: আব্দুল কাশেম, কাশেম ম্যানশন,(২য়) তলা, হ্যাদী স্ট্যান, চরগণেশ, সোনাগাজী,সোনাগাজী পৌরসভা, সোনাগাজী, ফেনী।","22.850089","91.400533","Feni","Sonagazi","Map"
"0242","Sadar Noakhali","001847099242","স্পন্দন ভবন। মোহাম্মদ জিয়া উদ্দিন। পিতাঃ মনির উদ্দিন।  পশ্চিম আলীপুর, মাইজদী, নোয়াখালী।","22.851810","91.095030","Noakhali","Noakhali Sadar","Map"
"0243","Chatmohar Pabna","001847099243","কাজী ফজলুল হক (মুকুল), ওয়ার্ড নং-০৪, কাজীপাড়া, চাটমোহর পৌরসভা, চাটমোহর, পাবনা","24.226155","89.290045","Pabna","Chatmohar","Map"
"0244","Manirampur  Jessore","001847099244","বি এম আঃ হালিম, মনিরামপুর বাজার দক্ষিন মাথা বাস স্ট্যান্ডের পূর্বপাশে ,বিশ্বাস বাড়ী, ওয়ার্ড নং-০৯, বাড়ীর দাগ নং-২৭৬, হোল্ডিং নং-৩৪, দ্বিতীয় তলার নীচতলার","23.02216","89.23347","Jessore","Monirampur","Map"
"0245","Dumuria Khulna","001847099245","মোঃ রবিউল ইসলাম(রবি) ।অবসর প্রাপ্ত সরকারী চাকুরী । পিতাঃমৃত এম এ মান্নাফ শেখ, ঐশ্বর্য প্রাচুর্য ভবন, গ্রামঃ আরাজি সাজিয়াড়া (মন্ত্রিপাড়া) পোঃ সাজিয়াড়া, থানাঃ ডুমুরিয়া, খুলনা","22.8111236","89.418126","Khulna","Dumuria","Map"
"0246","Moksudpur Gopalgonj","001847099246","মোঃ জাকারিয়া শেখ, পিতা: মৃত. মহিউদ্দীন শেখ, মাতা: মোসাঃ হালিমা বেগম, দক্ষিণ চন্ডীবর্দী, মুকসুদপুর পৌরসভা, মুকসুদপুর, গোপালগঞ্জ।","23.3201879","89.865658","Gopalgonj","Muksudpur","Map"
"0247","Shahrasti Chandpur","001847099247","মোঃ জাহাঙ্গীর আলম ,  উপলতা শাহরাস্তি গেট,ওয়ার্ড নংঃ ০৩ হোন্ডিং নং ৪০১ শাহরাস্তি ,চাঁদপুর","23.24667","90.94946","Chandpur","Shahrasti","Map"
"0248","Bakerganj Barisal","001847099248","জনাব সাজেদা নাছরিন, হোল্ডিং নং-৩৬৩, ওয়ার্ড নং-০৪,সি অ্যান্ড বি রোড,পৌরসভা, বাকেরগঞ্জ, বরিশাল","22.53935","90.33437","Barishal","Bakerganj","Map"
"0249","Fulgazi Feni","001847099249","মোঃ বেলাল হোসাইন , কিসমত ঘনিয়া মোড়া, ফুলগাজী, ফেনী,","23.158952","91.433526","Feni","Fulgazi","Map"
"0250","Sadar Moulvibazar","001847099250","মোঃ এনায়েত হোসেন খান, পক্ষে ইঞ্জিনিয়ার আবুল হোসেন খান। এবং ঠিকানা হবে ১৪/২ দক্ষিণ কলিমাবাদ, ওয়ার্ড নং-৩, চুবড়া রোড, মৌলভীবাজার পৌরসভা, মৌলভীবাজার ।","24.47708","91.77341","Moulvibazar","Maulvibazar","Map"
"0251","Araihazar Narayanganj","001847099251","ডা: আব্দুল মান্নান মিয়ার বাড়ি, কৃষ্ণপুরা, দিঘীরপাড়, আলীয়া মাদ্রাসা সংলগ্ন, আড়াই হাজার, নারায়নগঞ্জ।","23.7920055","90.6554769","Narayanganj","Arraihazar","Map"
